id,d1,end_state1,hispanic,race,racethn,nativity,racethn2,acarot,aca,q1rot,q1,endq1,q2rot,q2rot2,q2a,q2b,q2c,q2d,q2e,q2f,q2g,endq2,q3,q27,q4rot,q4,q5rot,q5,q6,q7rot,q7rot2,q7a,q7b,q8,q9rot,q9,q10rot,q10a,q10b,q10c,endq10,q16,q17rot,q17,q18rot,q18a,q18b,q18c,q18e,q18f,q18g,q18h,q18i,q18j,q11rot,q11,q12rot,q12a,q12b,q12c,q12d,q12e,q12f,q12g,q12h,q12i,q13rot,q13,q14rot,q14,q15,q19_q20rot,q19,q20,q21,q22,endq22,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2rot,voted2,voted2ot,inclosstotal,employ,recemploy,essential,hcworker2,hcworker3,coverage,agecov,covtype,agecovtype,covselfother,q23,q23ot1,q23ot2,q23ot3,q23ot4,rsex,gendervar,lgbt,q24,delayedcare,test1,q25,test3,q26,chroniccovid,partyrot,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,dtype,dialtype,dialmode,sample,userdata,exchangstat,exchangstat2,stateexpmedi,gvnrexpmedi,reprostat,waiver,qctr,xctr,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,state,USR
00071526,Male,909,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat unfavorable,"01,04",Repeal the entire law,79, ,oppose/favor,Oppose,Oppose,Favor,Oppose,Favor,Favor,Oppose,148,No,Not do it at all,"02,01",Do you not think the coronavirus is or will be a major problem in the U.S.?,"01,03",Generally exaggerated,Not too worried,"02,01",not enough/too many,Too many,About the right amount,Some of the time,part of everyone's responsibility/personal choice,Wearing a mask is a personal choice,"03,01,02",No,Yes,No,299,Probably get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities", , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"04,01,03,02,07,08,06,09,05",A great deal,A fair amount,A fair amount,A fair amount,Not at all,Not much,Not much,A fair amount,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Mostly interested in making a profit,Early in 2021,Q20/Q19,Somewhat confident,Somewhat confident, , ,383,56, ,18-64,50-64,55-64,40-59,45-64,No,Separated,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Employed full-time,EMPLOYED,Yes,"Yes, I work in health care delivery setting",No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,No,No,Yes,Yes,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,1438,Georgia,South,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,79,1,1.6934,11.566,.5089,.8529,English,South Atlantic,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL RDD,GEORGIA,1,Suburban
00071610,Female,631,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very unfavorable,"04,01",Repeal the entire law,56, ,favor/oppose,Oppose,Oppose,Favor,Oppose,Favor,Favor,Oppose,105,No,Less than a month,"01,02",Option A: The worst is behind us,"03,01",Generally exaggerated,Not at all worried,"01,02",too many/not enough,Too many,Too many,Some of the time,personal choice/part of everyone's responsibility,Wearing a mask is a personal choice,"01,03,02",No,No,No,159,Definitely not get it, , ,"09,07,08,01,03,02,04,06,05",Minor reason,Not a reason,Major reason,Major reason,Not a reason,Not a reason,Major reason,Not a reason,Not a reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"09,07,08,01,03,02,04,06,05",A great deal,A fair amount,A fair amount,Not much,Not at all,A fair amount,Not much,A great deal,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Mostly interested in making a profit,Early in 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,311,47, ,18-64,30-49,45-54,40-59,45-64,No,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,Yes,Unemployed and currently seeking employment,UNEMPLOYED, ,No, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Don't know, , , , ,Female,FEMALE,No,No,No,No, ,No, ,No one in household has serious health condition,"1,2",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$75,000 to less than $90,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,1053,Texas,South,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,88,1,.4291,17.539,.7717,1.2934,English,West South Central,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,TEXAS,1,Suburban
00071628,Male,1049,Yes,Other or mixed race,HISPANIC,U.S.,HISPANIC - BORN IN US,"1,4",Very unfavorable,"01,04",Build on what the law does,116, ,oppose/favor,Favor,Oppose,Favor,Oppose,Oppose,Favor,Favor,155,No,Not do it at all,"02,01",Do you not think the coronavirus is or will be a major problem in the U.S.?,"01,03",Generally exaggerated,Not at all worried,"02,01",not enough/too many,Too many,Too many,Some of the time,part of everyone's responsibility/personal choice,Wearing a mask is a personal choice,"01,03,02",Yes,Yes,No,281,Definitely not get it, , ,"07,04,03,01,05,09,08,06,02",Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,Not a reason,Major reason,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"07,04,03,01,05,09,08,06,02",A fair amount,Not at all,Not at all,Not at all,Not at all,Not at all,A great deal,A fair amount,Not much,slowly/quickly,Too slowly,making a profit/working for the good of the public,Mostly interested in making a profit,By the summer of 2021,Q20/Q19,Somewhat confident,Somewhat confident, ,Very confident,497,50, ,18-64,50-64,45-54,40-59,45-64,No,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,Yes,Employed full-time,EMPLOYED,Yes,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,No,No,Yes,No,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,5,Yes,1663,California,West,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,88,0,1.2373,18.382,.8088,1.3555,English,Pacific,sex = rsex,Dual,Dual HH,6,Rural (CDC=4-6),CELL RDD,CALIFORNIA,1,Rural
00071661,Female,679,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Somewhat unfavorable,"04,01",Don't know,84, ,favor/oppose,Oppose,Oppose,Favor,Favor,Favor,Favor,Favor,111,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"03,01",Generally underestimated,Somewhat worried,"01,02",too many/not enough,About the right amount,About the right amount,Every time,personal choice/part of everyone's responsibility,Both (Vol.),"03,01,02",Yes,Yes,Yes,223,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"01,02,05,09,06,07,04,03,08",Not at all,A great deal,A great deal,A great deal,A fair amount,A great deal,A great deal,A great deal,A great deal,quickly/slowly,Too quickly,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Very confident,Somewhat confident, , ,261,87, ,65+,65+,65+,75+,65+,No,Divorced,Yes,"Yes, voted",Donald Trump/Joe Biden,Donald Trump, ,No,Retired,RETIRED, ,No, ,Covered by health insurance, ,Medicare, , , , , , , ,Female,FEMALE,No,Yes,"Yes, me",No, ,No, ,"Yes, respondent","1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1246,Arizona,West,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,72,1,1.1445,21.972,.9667,1.6202,English,Mountain,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,ARIZONA,1,Suburban
00071742,Female,637,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very favorable,"01,04",Build on what the law does,86, ,oppose/favor,Favor,Favor,Favor,Favor,Favor,Favor,Favor,112,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"01,03",Generally correct,Very worried,"02,01",not enough/too many,Not enough,Not enough,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,03,02",Yes,No,Yes,189,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"08,09,04,05,07,01,03,06,02",Not at all,A fair amount,A fair amount,A great deal,A great deal,A fair amount,A fair amount,A great deal,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the end of 2021,Q20/Q19,Somewhat confident,Somewhat confident, , ,250,35, ,18-64,30-49,35-44,18-39,30-44,No,Never been married,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,No,Employed full-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Female,FEMALE,No,Yes,No,Yes,No,No, ,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1067,New York,Northeast,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,76,0,1.6934,25.499,1.1219,1.8803,English,Mid Atlantic,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,NEW YORK,1,Urban
00071837,Female,687,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","1,4",Somewhat unfavorable,"01,04",Repeal the entire law,62, ,favor/oppose,Favor,Oppose,Favor,Favor,Favor,Favor,Favor,96,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally underestimated,Very worried,"01,02",too many/not enough,Not enough,Not enough,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others, ,Yes,No,Yes,204,Probably not get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities","02,06,04,08,01,09,07,03,05",Major reason,Not a reason,Minor reason,Major reason,Minor reason,Minor reason,Major reason,Major reason,Minor reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"02,06,04,08,01,09,07,03,05",A great deal,A great deal,A great deal,A great deal,A great deal,Not much,A great deal,A great deal,A great deal,quickly/slowly,Too slowly,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident,Somewhat confident, ,325,30, ,18-64,30-49,25-34,18-39,30-44,Yes,Never been married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,Yes,Employed part-time,EMPLOYED,Yes,"Yes, someone else in my household works in health care delivery setting",No,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Don't know, , , , ,Female,FEMALE,No,No,No,No, ,No, ,"Yes, both respondent and someone else in household","1,2",Or what?,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,1163,Mississippi,South,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,Yes,90,1,.5413,11.238,.4944,.8287,English,East South Central,sex = rsex,CPO,CPO HH,6,Rural (CDC=4-6),CELL RDD,MISSISSIPPI,1,Rural
00071855,Male,890,Yes,Refused,HISPANIC,U.S.,HISPANIC - BORN IN US,"1,4",Somewhat favorable,"01,04",Build on what the law does,119, ,oppose/favor,Oppose,Favor,Oppose,Favor,Favor,Favor,Favor,164,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"01,03",Generally underestimated,Not too worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,230,Probably get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities", , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"03,08,09,06,04,01,02,07,05",Not at all,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not much,slowly/quickly,Too quickly,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Somewhat confident,Not too confident, ,Somewhat confident,377,50, ,18-64,50-64,45-54,40-59,45-64,Yes,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,Yes,Don't Know,DK/RF, ,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer, , , , , , ,Male,MALE,No,Yes,No,No, ,Yes,Yes,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,1645,New York,Northeast,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,78,2,.6976,7.6016,.3345,.5605,English,Mid Atlantic,sex = rsex,Dual,Dual HH,1,Urban (CDC=1),CELL RDD,NEW YORK,1,Urban
00072031,Female,610,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat unfavorable,"01,04",Scale back what the law does,110, ,oppose/favor,Favor,Oppose,Favor,Oppose,Oppose,Favor,Oppose,279,Yes - minor impact,Between 1 and 3 months,"02,01",Option B: The worst is yet to come,"01,03",Generally underestimated,Very worried,"02,01",not enough/too many,Not enough,About the right amount,Some of the time,part of everyone's responsibility/personal choice,Don't know,"01,03,02",No,Yes,Yes,146,Probably get it,"1,3",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"01,07,04,03,08,06,09,02,05",Not at all,A great deal,A fair amount,A great deal,A fair amount,A great deal,Not much,A fair amount,A fair amount,slowly/quickly,Too slowly,making a profit/working for the good of the public,Mostly interested in working for the good of the public,By the summer of 2021,Q20/Q19,Somewhat confident,Very confident, , ,75,23, ,18-64,18-29,18-24,18-39,18-29,Yes,Living with a partner,No, , , , ,Yes,A student,A STUDENT, ,"Yes, I work in health care delivery setting",Yes,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Don't know, , , , ,Female,FEMALE,No,No,"Yes, a family member",No, ,Yes,No,"Yes, both respondent and someone else in household","2,1",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Conservative,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone",English,6 or greater,Yes,845,Texas,South, ,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,87,4,.4291,9.5228,.419,.7022,English,West South Central,sex = rsex,CPO,CPO HH,2,"Suburban (CDC=2,3)",CELL RDD,TEXAS,TEXAS,Urban
00072039,Male,872,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","1,4",Very favorable,"01,04",Keep the law as it is,76, ,favor/oppose,Oppose,Favor,Favor,Favor,Favor,Favor,Favor,146,No,"Between 4 and 6 months, or","01,02",Option A: The worst is behind us,"01,03",Generally underestimated,Somewhat worried,"01,02",too many/not enough,Not enough,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,270,Probably get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities", , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"08,01,07,02,03,04,06,09,05",A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,quickly/slowly,Too slowly,working for the good of the public/making a profit,Mostly interested in working for the good of the public,Early in 2021,Q19/Q20,Very confident,Very confident,Very confident, ,380,41, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,No, , , , ,Yes,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT, ,No, ,Covered by health insurance,INSURED LESS THAN 65,Medicare,Medicare, , , , , , ,Male,MALE,No,Yes,No,No, ,No, ,No one in household has serious health condition,"1,2",Don't Know,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,1531,Connecticut,Northeast,4,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,75,1,1.4485,2.9824,.1312,.2199,English,New England,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL RDD,CONNECTICUT,1,Suburban
00072043,Male,1748,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Don't know,"01,04",Build on what the law does,123, ,favor/oppose,Favor,Favor,Oppose,Don't know,Favor,Favor,Favor,269,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally underestimated,Not too worried,"01,02",too many/not enough,Don't know,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,02,01",Don't know,No,Don't know,375,Probably not get it,"1,3",Wait until it has been available for a while to see how it is working for other people,"08,04,05,09,06,07,03,02,01",Major reason,Not a reason,Not a reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"08,04,05,09,06,07,03,02,01",Depends (Vol.),Don't know,Not much,Not much,A fair amount,A fair amount,Not much,Don't know,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,981,73, ,65+,65+,65+,70-74,65+,No,Divorced,Yes,"Yes, voted",Donald Trump/Joe Biden,Refused, ,No,Retired,RETIRED, ,No, ,Covered by health insurance, ,Somewhere else, ,"No, did not purchase yourself", , , , , ,Male,MALE,No,No,No,Yes,Yes,No, ,"Yes, respondent","1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,2411,Missouri,North Central,2,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,85,8,1.1445,20.465,.9004,1.5091,English,West North Central,sex = rsex,CPO,CPO HH,4,Rural (CDC=4-6),CELL RDD,MISSOURI,1,Suburban
00072073,Female,735,No,Asian,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Build on what the law does,91, ,oppose/favor,Oppose,Favor,Favor,Favor,Favor,Favor,Favor,179,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"01,03",Generally underestimated,Somewhat worried,"02,01",not enough/too many,Not enough,Not enough,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"02,03,01",Yes,No,Don't know,226,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"04,06,02,01,08,09,03,05,07",Not at all,A fair amount,A fair amount,A fair amount,Not much,Not much,Not much,A fair amount,A fair amount,slowly/quickly,Too quickly,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the end of 2021,Q20/Q19,Not too confident,Not too confident, , ,239,23, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,Yes,Employed full-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Female,FEMALE,No,No,"Yes, both me and a family member",No, ,No, ,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,4,Yes,1175,Indiana,North Central,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,87,1,1.6934,20.175,.8877,1.4877,English,East North Central,sex = rsex,CPO,CPO HH,4,Rural (CDC=4-6),CELL RDD,INDIANA,1,Suburban
00072318,Female,954,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very favorable,"01,04",Refused,99, ,oppose/favor,Favor,Favor,Favor,Oppose,Favor,Favor,Favor,272,No,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"01,03",Generally correct,Somewhat worried,"02,01",not enough/too many,Not enough,Not enough,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,02,03",Yes,No,Yes,245,Don't know, , , , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"03,04,07,06,02,05,01,08,09",Not at all,A fair amount,A fair amount,A great deal,A fair amount,Not at all,Not much,A fair amount,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Don't know,By the end of 2021,Q20/Q19,Not too confident,Not too confident, , ,338,46, ,18-64,30-49,45-54,40-59,45-64,No,Divorced,No, , , , ,No,Employed part-time,EMPLOYED,Yes,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan, ,(INSERT CODE 1 TEXT),sometime in december, , , ,Female,FEMALE,No,No,No,Yes,No,No, ,"Yes, someone else in household","2,1",Refused,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Don't Know,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"Yes, has a home telephone",English,2,Yes,1450,Missouri,North Central,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,79,5,.737,42.429,1.8668,3.1287,English,West North Central,sex = rsex,Dual,Dual HH,2,"Suburban (CDC=2,3)",CELL RDD,MISSOURI,1,Suburban
00072320,Female,405,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Build on what the law does,68, ,favor/oppose,Favor,Favor,Favor,Favor,Favor,Favor,Favor,116,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally underestimated,Very worried,"01,02",too many/not enough,Not enough,Not enough,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others, ,Yes,No,Yes,114,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"08,05,03,02,01,04,06,09,07",Not at all,A great deal,A great deal,A great deal,A fair amount,Not at all,A fair amount,A fair amount,Not at all,quickly/slowly,About right,working for the good of the public/making a profit,Mostly interested in making a profit,By the summer of 2021,Q19/Q20,Very confident,Somewhat confident, , ,107,34, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,No, , , , ,No,Employed part-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer, , , , , , ,Female,FEMALE,No,No,"Yes, me",Yes,Yes,Yes,No,No one in household has serious health condition,"1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,714,Texas,South,2,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,76,0,1.6934,24.659,1.085,1.8184,English,West South Central,sex = rsex,CPO,CPO HH,2,"Suburban (CDC=2,3)",CELL RDD,TEXAS,1,Suburban
